genome	Completeness	Completeness_General	Contamination	Completeness_Specific	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	Quality_score	Sample	Ambigious_bases	Length_contigs	Length_scaffolds	N50	N_contigs	N_scaffolds	logN50
SRS1993134_vamb_743	96.2	88.08	4.45	96.2	Neural Network (Specific Model)	11	0.877	315750	288.4287217254077	1871534	0.38	1901		73.95	SRS1993134	310	1871224	1871534	315750	46	15	12.662706040212738
SRS1993140_vamb_1958	86.23	83.98	0.15	86.23	Neural Network (Specific Model)	11	0.871	88560	349.92442223610243	1926959	0.56	1601		85.48	SRS1993140	1990	1924969	1926959	88560	239	40	11.39143556738252
SRS1993140_vamb_270	99.35	98.02	0.15	99.35	Neural Network (Specific Model)	11	0.887	102271	309.05606796116507	4298941	0.51	4120		98.6	SRS1993140	700	4298241	4298941	102271	129	59	11.535381431790778
SRS1993140_vamb_743	99.95	99.11	0.3	99.95	Neural Network (Specific Model)	11	0.876	639478	284.9116551357105	1829780	0.38	1879		98.45	SRS1993140	310	1829470	1829780	639478	38	7	13.36840749753281
SRS1993140_vamb_918	94.24	93.87	0.6	94.24	Neural Network (Specific Model)	11	0.864	44788	296.0965593784684	1850759	0.4	1802		91.24	SRS1993140	631	1850129	1850759	44788	138	75	10.709695525380088
SRS1993148_vamb_106	100.0	100.0	0.66	100.0	Neural Network (Specific Model)	11	0.864	195107	291.9237288135593	2149920	0.37	2124		96.7	SRS1993148	550	2149370	2149920	195107	93	38	12.181303405003955
SRS1993148_vamb_1329	86.92	88.01	0.06	86.92	Neural Network (Specific Model)	11	0.888	186140	316.1265756302521	4061941	0.51	3808		86.62	SRS1993148	400	4061541	4061941	186140	74	34	12.1342543577397
SRS1993150_vamb_106	100.0	100.0	0.22	100.0	Neural Network (Specific Model)	11	0.863	175697	295.10004786979414	2140305	0.37	2089		98.9	SRS1993150	130	2140175	2140305	175697	33	20	12.07651619947051
SRS1993150_vamb_125	97.19	92.3	0.01	97.19	Neural Network (Specific Model)	11	0.867	54893	296.3521907931226	1846967	0.4	1803		97.14	SRS1993150	400	1846567	1846967	54893	97	57	10.913141114814492
SRS1993150_vamb_1329	59.36	52.96	0.04	59.36	Neural Network (Specific Model)	11	0.882	23925	306.8458795562599	2628958	0.51	2524		59.16	SRS1993150	5760	2623198	2628958	23925	715	139	10.082679216321155
SRS1993150_vamb_1448	83.86	83.53	0.1	83.86	Neural Network (Specific Model)	11	0.887	76353	312.3296089385475	1698476	0.4	1611		83.36	SRS1993150	200	1698276	1698476	76353	56	36	11.243122602605684
SRS1993150_vamb_1846	82.43	84.03	0.39	82.43	Neural Network (Specific Model)	11	0.865	42433	334.76763754045305	1791602	0.6	1545		80.48	SRS1993150	5050	1786552	1791602	42433	560	55	10.65568164038699
SRS1993150_vamb_241	87.58	80.81	0.88	87.58	Neural Network (Specific Model)	11	0.893	47406	308.93470286133527	4238298	0.52	4089		83.17999999999999	SRS1993150	1720	4236578	4238298	47406	333	161	10.766504081950789
SRS1993150_vamb_75	94.04	93.64	0.37	94.04	Neural Network (Specific Model)	11	0.868	15060	303.8104902477596	3977735	0.63	3794		92.19000000000001	SRS1993150	13400	3964335	3977735	15060	1746	406	9.619797501353885
SRS1993150_vamb_982	99.98	97.97	1.24	99.98	Neural Network (Specific Model)	11	0.879	85971	298.1418636995828	2191781	0.35	2157	 Singleton species	93.78	SRS1993150	953	2190841	2191781	85971	145	51	11.361765309065476
SRS1993166_vamb_106	100.0	100.0	0.22	100.0	Neural Network (Specific Model)	11	0.861	176689	295.6	2143056	0.37	2085		98.9	SRS1993166	110	2142946	2143056	176689	28	17	12.08214640396482
SRS1993166_vamb_1846	88.72	80.41	2.06	88.72	Neural Network (Specific Model)	11	0.871	129607	335.6174957118353	2019176	0.6	1749		78.42	SRS1993166	420	2018756	2019176	129607	71	29	11.772262073787376
SRS1993166_vamb_598	91.33	99.87	0.02	91.33	Neural Network (Specific Model)	11	0.885	99176	314.5758051846033	4065977	0.51	3819		91.23	SRS1993166	1730	4064247	4065977	99176	242	69	11.504651328517983
SRS1993172_vamb_106	99.94	97.77	4.84	99.94	Neural Network (Specific Model)	11	0.863	110573	293.69522471910113	2175986	0.37	2136		75.74	SRS1993172	160	2175826	2175986	110573	55	39	11.613431215301867
SRS1993172_vamb_748	82.4	79.37	0.29	82.4	Neural Network (Specific Model)	11	0.881	36999	282.8217821782178	1650751	0.37	1717		80.95	SRS1993172	210	1650541	1650751	36999	85	64	10.518646164234095
